TransactionID,OrderDate,StoreID,ProductID,CustomerID,SalesRepID,Quantity,UnitPrice,TotalAmount,DiscountAmount,NetSales
T06083,2024-06-12,S02,P032,C3904,SR05,5,38000,190000,28500.0,161500.0
T06084,2024-08-06,S08,P016,C4399,SR24,3,180000,540000,0.0,540000.0
T06085,2024-09-16,S05,P024,C0274,SR14,2,65000,130000,13000.0,117000.0
T06086,2024-11-25,S03,P031,C0382,SR08,4,45000,180000,0.0,180000.0
T06087,2024-11-22,S10,P006,C1466,SR30,2,120000,240000,0.0,240000.0
T06088,2024-07-31,S03,P009,C3588,SR09,4,25000,100000,10000.0,90000.0
T06089,2024-02-06,S08,P010,C0430,SR23,4,5000,20000,0.0,20000.0
T06090,2024-11-25,S14,P004,C0179,SR41,5,85000,425000,21250.0,403750.0
T06091,2024-01-30,S11,P015,C3905,SR31,2,550000,1100000,0.0,1100000.0
T06092,2024-05-10,S03,P007,C2183,SR07,3,120000,360000,54000.0,306000.0
T06093,2024-01-22,S07,P001,C3806,SR21,2,250000,500000,0.0,500000.0
T06094,2024-12-21,S02,P009,C0152,SR06,2,25000,50000,2500.0,47500.0
T06095,2024-05-07,S07,P054,C3555,SR20,5,55000,275000,13750.0,261250.0
T06096,2024-11-18,S02,P054,C0478,SR04,4,55000,220000,11000.0,209000.0
T06097,2024-09-12,S05,P018,C0810,SR15,1,80000,80000,0.0,80000.0
T06098,2024-02-12,S01,P005,C2447,SR01,4,200000,800000,0.0,800000.0
T06099,2024-08-26,S05,P027,C2643,SR15,3,25000,75000,0.0,75000.0
T06100,2024-12-26,S05,P001,C1099,SR13,13,250000,3250000,162500.0,3087500.0
T06101,2024-06-25,S01,P032,C2442,SR03,2,38000,76000,0.0,76000.0
T06102,2024-03-19,S01,P003,C0759,SR03,11,180000,1980000,0.0,1980000.0
T06103,2024-10-26,S01,P007,C1754,SR02,4,120000,480000,48000.0,432000.0
T06104,2024-07-11,S02,P017,C0201,SR04,2,220000,440000,22000.0,418000.0
T06105,2024-12-09,S09,P001,C0373,SR27,3,250000,750000,0.0,750000.0
T06106,2024-04-23,S03,P035,C3280,SR09,1,150000,150000,7500.0,142500.0
T06107,2024-08-21,S05,P003,C4893,SR13,2,180000,360000,0.0,360000.0
T06108,2024-12-16,S05,P004,C0376,SR14,3,85000,255000,0.0,255000.0
T06109,2024-11-22,S02,P006,C3970,SR05,3,120000,360000,18000.0,342000.0
T06110,2024-12-23,S05,P023,C0141,SR13,2,200000,400000,60000.0,340000.0
T06111,2024-09-27,S03,P041,C0718,SR07,5,22000,110000,16500.0,93500.0
T06112,2024-07-30,S02,P004,C0110,SR05,1,85000,85000,0.0,85000.0
T06113,2024-11-04,S05,P010,C3249,SR13,5,5000,25000,0.0,25000.0
T06114,2024-06-21,S05,P053,C0151,SR13,5,90000,450000,0.0,450000.0
T06115,2024-09-06,S01,P045,C3360,SR03,11,85000,935000,46750.0,888250.0
T06116,2024-02-21,S02,P013,C1702,SR04,2,280000,560000,0.0,560000.0
T06117,2024-09-16,S04,P015,C0165,SR12,4,550000,2200000,0.0,2200000.0
T06118,2024-03-08,S01,P042,C2837,SR01,3,35000,105000,5250.0,99750.0
T06119,2024-08-29,S03,P007,C1192,SR07,3,120000,360000,18000.0,342000.0
T06120,2024-03-31,S08,P015,C0057,SR24,2,550000,1100000,0.0,1100000.0
T06121,2024-11-25,S03,P005,C1638,SR08,1,200000,200000,0.0,200000.0
T06122,2024-07-15,S05,P033,C2746,SR13,4,32000,128000,12800.0,115200.0
T06123,2024-08-26,S15,P001,C0125,SR44,4,250000,1000000,0.0,1000000.0
T06124,2024-09-25,S15,P010,C0704,SR45,5,5000,25000,1250.0,23750.0
T06125,2024-06-19,S01,P032,C0397,SR02,4,38000,152000,7600.0,144400.0
T06126,2024-09-23,S02,P015,C0017,SR04,2,550000,1100000,55000.0,1045000.0
T06127,2024-03-28,S03,P023,C0491,SR07,3,200000,600000,0.0,600000.0
T06128,2024-12-22,S09,P044,C0016,SR25,4,180000,720000,72000.0,648000.0
T06129,2024-09-30,S09,P002,C4084,SR27,6,400000,2400000,0.0,2400000.0
T06130,2024-07-29,S02,P008,C0497,SR05,1,150000,150000,0.0,150000.0
T06131,2024-11-04,S15,P004,C0452,SR45,5,85000,425000,0.0,425000.0
T06132,2024-04-18,S05,P034,C0136,SR13,1,180000,180000,9000.0,171000.0
T06133,2024-05-20,S09,P016,C0354,SR27,5,180000,900000,90000.0,810000.0
T06134,2024-05-10,S01,P036,C4492,SR03,1,45000,45000,4500.0,40500.0
T06135,2024-07-25,S05,P033,C0255,SR15,5,32000,160000,8000.0,152000.0
T06136,2024-06-28,S02,P002,C2916,SR05,4,400000,1600000,0.0,1600000.0
T06137,2024-05-30,S03,P011,C4253,SR07,3,350000,1050000,0.0,1050000.0
T06138,2024-03-15,S10,P015,C0238,SR28,3,550000,1650000,82500.0,1567500.0
T06139,2024-04-05,S09,P002,C1371,SR25,5,400000,2000000,300000.0,1700000.0
T06140,2024-04-08,S01,P032,C0018,SR02,3,38000,114000,0.0,114000.0
T06141,2024-12-24,S02,P021,C0010,SR05,5,180000,900000,0.0,900000.0
T06142,2024-01-26,S03,P018,C3739,SR07,2,80000,160000,0.0,160000.0
T06143,2024-02-04,S03,P007,C2143,SR08,2,120000,240000,12000.0,228000.0
T06144,2024-08-27,S07,P007,C4592,SR19,4,120000,480000,0.0,480000.0
T06145,2024-09-17,S01,P037,C1086,SR02,4,55000,220000,22000.0,198000.0
T06146,2024-10-27,S03,P035,C2685,SR09,2,150000,300000,15000.0,285000.0
T06147,2024-12-30,S04,P036,C3790,SR12,7,45000,315000,47250.0,267750.0
T06148,2024-12-12,S08,P006,C1414,SR24,5,120000,600000,30000.0,570000.0
T06149,2024-07-29,S03,P002,C0415,SR09,3,400000,1200000,0.0,1200000.0
T06150,2024-06-26,S14,P010,C3272,SR41,4,5000,20000,3000.0,17000.0
T06151,2024-11-18,S03,P051,C1354,SR09,1,75000,75000,0.0,75000.0
T06152,2024-01-15,S01,P031,C0615,SR01,2,45000,90000,4500.0,85500.0
T06153,2024-02-11,S05,P003,C0174,SR15,2,180000,360000,18000.0,342000.0
T06154,2024-01-31,S03,P022,C0883,SR08,7,150000,1050000,52500.0,997500.0
T06155,2024-09-03,S04,P007,C0823,SR10,2,120000,240000,24000.0,216000.0
T06156,2024-03-05,S09,P028,C3542,SR25,4,18000,72000,0.0,72000.0
T06157,2024-12-20,S01,P005,C1585,SR01,1,200000,200000,30000.0,170000.0
T06158,2024-05-06,S01,P004,C0056,SR02,1,85000,85000,12750.0,72250.0
T06159,2024-01-19,S11,P039,C4619,SR31,5,42000,210000,21000.0,189000.0
T06160,2024-06-17,S10,P010,C2084,SR28,1,5000,5000,500.0,4500.0
T06161,2024-05-23,S11,P003,C3187,SR32,1,180000,180000,9000.0,171000.0
T06162,2024-08-20,S12,P007,C0464,SR36,5,120000,600000,90000.0,510000.0
T06163,2024-01-11,S07,P055,C0255,SR20,2,85000,170000,0.0,170000.0
T06164,2024-02-19,S03,P003,C0490,SR08,15,180000,2700000,135000.0,2565000.0
T06165,2024-02-22,S02,P054,C0370,SR06,3,55000,165000,0.0,165000.0
T06166,2024-07-29,S02,P008,C2669,SR05,4,150000,600000,30000.0,570000.0
T06167,2024-05-20,S01,P006,C0176,SR01,2,120000,240000,24000.0,216000.0
T06168,2024-11-28,S01,P055,C2152,SR02,4,85000,340000,34000.0,306000.0
T06169,2024-06-26,S07,P010,C0355,SR21,1,5000,5000,0.0,5000.0
T06170,2024-09-04,S15,P008,C2368,SR45,1,150000,150000,7500.0,142500.0
T06171,2024-09-05,S01,P009,C0455,SR01,3,25000,75000,0.0,75000.0
T06172,2024-03-04,S05,P003,C4530,SR14,2,180000,360000,0.0,360000.0
T06173,2024-10-14,S08,P008,C0519,SR23,1,150000,150000,0.0,150000.0
T06174,2024-05-13,S08,P044,C0398,SR23,2,180000,360000,18000.0,342000.0
T06175,2024-04-17,S07,P036,C3864,SR21,3,45000,135000,27000.0,108000.0
T06176,2024-11-12,S15,P015,C4791,SR45,9,550000,4950000,0.0,4950000.0
T06177,2024-04-23,S03,P035,C2915,SR07,4,150000,600000,0.0,600000.0
T06178,2024-10-23,S01,P033,C3255,SR01,1,32000,32000,0.0,32000.0
T06179,2024-01-05,S03,P047,C0351,SR08,3,95000,285000,0.0,285000.0
T06180,2024-02-12,S12,P031,C4282,SR36,6,45000,270000,0.0,270000.0
T06181,2024-11-20,S01,P048,C0716,SR03,1,38000,38000,0.0,38000.0
T06182,2024-10-07,S02,P007,C0454,SR05,2,120000,240000,0.0,240000.0
T06183,2024-01-29,S03,P004,C2140,SR09,4,85000,340000,0.0,340000.0
T06184,2024-11-25,S03,P024,C4924,SR08,15,65000,975000,0.0,975000.0
T06185,2024-10-04,S08,P050,C3623,SR23,2,65000,130000,13000.0,117000.0
T06186,2024-05-30,S10,P001,C4070,SR30,5,250000,1250000,0.0,1250000.0
T06187,2024-09-08,S05,P013,C2100,SR13,5,280000,1400000,70000.0,1330000.0
T06188,2024-07-22,S14,P001,C2366,SR41,2,250000,500000,50000.0,450000.0
T06189,2024-11-04,S01,P006,C2374,SR02,5,120000,600000,0.0,600000.0
T06190,2024-08-26,S09,P046,C4307,SR27,1,150000,150000,0.0,150000.0
T06191,2024-12-11,S02,P037,C3260,SR04,3,55000,165000,33000.0,132000.0
T06192,2024-02-18,S14,P023,C1361,SR41,3,200000,600000,90000.0,510000.0
T06193,2024-08-22,S03,P008,C4541,SR07,2,150000,300000,0.0,300000.0
T06194,2024-03-25,S11,P009,C0865,SR31,3,25000,75000,3750.0,71250.0
T06195,2024-06-20,S08,P007,C4943,SR22,9,120000,1080000,108000.0,972000.0
T06196,2024-06-03,S01,P005,C3521,SR03,3,200000,600000,30000.0,570000.0
T06197,2024-03-26,S02,P033,C4913,SR06,3,32000,96000,0.0,96000.0
T06198,2024-09-05,S10,P032,C0042,SR29,2,38000,76000,3800.0,72200.0
T06199,2024-12-10,S01,P001,C0832,SR03,5,250000,1250000,0.0,1250000.0
T06200,2024-04-19,S09,P018,C0418,SR27,1,80000,80000,4000.0,76000.0
T06201,2024-02-12,S07,P010,C3121,SR21,3,5000,15000,1500.0,13500.0
T06202,2024-08-11,S13,P002,C0002,SR37,5,400000,2000000,0.0,2000000.0
T06203,2024-11-11,S02,P029,C3039,SR04,12,55000,660000,66000.0,594000.0
T06204,2024-12-09,S08,P015,C0614,SR23,3,550000,1650000,0.0,1650000.0
T06205,2024-12-10,S04,P004,C2864,SR10,5,85000,425000,0.0,425000.0
T06206,2024-10-28,S08,P015,C2406,SR24,1,550000,550000,55000.0,495000.0
T06207,2024-05-27,S02,P003,C0106,SR04,4,180000,720000,0.0,720000.0
T06208,2024-02-11,S11,P017,C4805,SR33,5,220000,1100000,55000.0,1045000.0
T06209,2024-04-22,S01,P004,C0391,SR01,4,85000,340000,17000.0,323000.0
T06210,2024-02-14,S05,P007,C0156,SR13,5,120000,600000,90000.0,510000.0
T06211,2024-01-19,S11,P048,C0030,SR31,14,38000,532000,26600.0,505400.0
T06212,2024-12-02,S08,P031,C3929,SR24,2,45000,90000,0.0,90000.0
T06213,2024-09-19,S01,P010,C4807,SR03,1,5000,5000,0.0,5000.0
T06214,2024-03-07,S09,P034,C4182,SR26,1,180000,180000,27000.0,153000.0
T06215,2024-12-09,S01,P006,C2146,SR02,5,120000,600000,0.0,600000.0
T06216,2024-10-18,S12,P053,C1606,SR35,4,90000,360000,0.0,360000.0
T06217,2024-02-11,S03,P026,C0172,SR09,2,15000,30000,0.0,30000.0
T06218,2024-10-18,S03,P032,C2343,SR08,4,38000,152000,0.0,152000.0
T06219,2024-08-26,S03,P004,C0139,SR08,9,85000,765000,0.0,765000.0
T06220,2024-09-23,S05,P011,C1758,SR13,4,350000,1400000,0.0,1400000.0
T06221,2024-05-23,S04,P038,C0364,SR11,1,38000,38000,3800.0,34200.0
T06222,2024-08-08,S02,P007,C2481,SR04,3,120000,360000,18000.0,342000.0
T06223,2024-09-19,S12,P008,C4866,SR36,1,150000,150000,7500.0,142500.0
T06224,2024-06-24,S04,P011,C4599,SR11,2,350000,700000,0.0,700000.0
T06225,2024-06-21,S10,P010,C2983,SR30,4,5000,20000,3000.0,17000.0
T06226,2024-10-21,S09,P028,C1787,SR25,12,18000,216000,43200.0,172800.0
T06227,2024-08-12,S12,P054,C1065,SR35,2,55000,110000,11000.0,99000.0
T06228,2024-08-19,S01,P019,C4072,SR01,5,280000,1400000,70000.0,1330000.0
T06229,2024-10-07,S03,P033,C3223,SR07,4,32000,128000,0.0,128000.0
T06230,2024-06-11,S04,P023,C4276,SR10,2,200000,400000,0.0,400000.0
T06231,2024-10-09,S07,P006,C0337,SR19,2,120000,240000,24000.0,216000.0
T06232,2024-01-30,S13,P004,C1535,SR37,5,85000,425000,42500.0,382500.0
T06233,2024-10-08,S11,P005,C2383,SR31,5,200000,1000000,150000.0,850000.0
T06234,2024-09-12,S08,P004,C2346,SR22,4,85000,340000,34000.0,306000.0
T06235,2024-04-22,S06,P025,C0030,SR18,1,85000,85000,0.0,85000.0
T06236,2024-12-16,S13,P004,C1894,SR37,3,85000,255000,0.0,255000.0
T06237,2024-05-16,S08,P033,C3031,SR24,4,32000,128000,12800.0,115200.0
T06238,2024-02-10,S01,P021,C3640,SR01,2,180000,360000,36000.0,324000.0
T06239,2024-08-05,S06,P049,C0019,SR18,5,55000,275000,0.0,275000.0
T06240,2024-01-08,S07,P016,C0165,SR21,14,180000,2520000,0.0,2520000.0
T06241,2024-08-12,S11,P052,C0205,SR31,3,120000,360000,36000.0,324000.0
T06242,2024-09-12,S07,P019,C0917,SR19,4,280000,1120000,0.0,1120000.0
T06243,2024-06-12,S05,P010,C0855,SR15,4,5000,20000,1000.0,19000.0
T06244,2024-05-27,S07,P031,C1595,SR19,5,45000,225000,0.0,225000.0
T06245,2024-02-02,S09,P017,C4655,SR26,3,220000,660000,66000.0,594000.0
T06246,2024-10-24,S02,P009,C0586,SR06,1,25000,25000,5000.0,20000.0
T06247,2024-09-23,S13,P003,C1431,SR38,2,180000,360000,18000.0,342000.0
T06248,2024-12-10,S13,P002,C0087,SR38,5,400000,2000000,0.0,2000000.0
T06249,2024-11-15,S13,P005,C4023,SR38,5,200000,1000000,0.0,1000000.0
T06250,2024-05-17,S02,P009,C4617,SR05,3,25000,75000,3750.0,71250.0
T06251,2024-09-10,S05,P008,C2319,SR15,1,150000,150000,0.0,150000.0
T06252,2024-09-16,S07,P003,C0031,SR19,3,180000,540000,27000.0,513000.0
T06253,2024-02-19,S09,P020,C0299,SR26,2,220000,440000,66000.0,374000.0
T06254,2024-06-07,S13,P029,C0176,SR37,3,55000,165000,0.0,165000.0
T06255,2024-11-06,S07,P009,C1771,SR19,8,25000,200000,10000.0,190000.0
T06256,2024-05-24,S13,P013,C2063,SR39,4,280000,1120000,112000.0,1008000.0
T06257,2024-11-08,S04,P030,C0114,SR12,5,22000,110000,5500.0,104500.0
T06258,2024-08-01,S01,P008,C3659,SR01,4,150000,600000,0.0,600000.0
T06259,2024-11-18,S14,P038,C0560,SR42,1,38000,38000,3800.0,34200.0
T06260,2024-03-18,S05,P010,C2005,SR13,1,5000,5000,0.0,5000.0
T06261,2024-03-23,S03,P006,C4989,SR07,5,120000,600000,30000.0,570000.0
T06262,2024-06-07,S05,P039,C0170,SR14,3,42000,126000,6300.0,119700.0
T06263,2024-01-23,S05,P021,C3275,SR15,1,180000,180000,9000.0,171000.0
T06264,2024-05-13,S01,P017,C1683,SR02,5,220000,1100000,110000.0,990000.0
T06265,2024-08-13,S03,P010,C0132,SR07,5,5000,25000,2500.0,22500.0
T06266,2024-04-29,S02,P001,C0360,SR04,2,250000,500000,25000.0,475000.0
T06267,2024-04-22,S01,P039,C4221,SR01,2,42000,84000,0.0,84000.0
T06268,2024-01-15,S07,P040,C1782,SR21,4,120000,480000,48000.0,432000.0
T06269,2024-09-30,S03,P005,C3060,SR07,3,200000,600000,0.0,600000.0
T06270,2024-04-22,S11,P025,C3795,SR32,5,85000,425000,21250.0,403750.0
T06271,2024-06-26,S07,P032,C0289,SR20,3,38000,114000,11400.0,102600.0
T06272,2024-04-29,S11,P050,C0404,SR31,3,65000,195000,9750.0,185250.0
T06273,2024-03-01,S03,P043,C1134,SR09,1,120000,120000,12000.0,108000.0
T06274,2024-11-04,S01,P022,C0026,SR03,5,150000,750000,75000.0,675000.0
T06275,2024-02-02,S15,P055,C0407,SR45,2,85000,170000,8500.0,161500.0
T06276,2024-04-19,S01,P051,C2195,SR03,4,75000,300000,30000.0,270000.0
T06277,2024-06-21,S03,P005,C0274,SR09,2,200000,400000,40000.0,360000.0
T06278,2024-09-30,S02,P006,C0302,SR06,5,120000,600000,60000.0,540000.0
T06279,2024-10-31,S03,P039,C0273,SR07,10,42000,420000,0.0,420000.0
T06280,2024-04-07,S05,P002,C0142,SR14,1,400000,400000,0.0,400000.0
T06281,2024-08-20,S05,P040,C4447,SR15,1,120000,120000,6000.0,114000.0
T06282,2024-02-08,S10,P010,C4064,SR30,1,5000,5000,250.0,4750.0
T06283,2024-04-22,S10,P052,C3704,SR29,5,120000,600000,60000.0,540000.0
T06284,2024-04-01,S07,P042,C2077,SR19,3,35000,105000,0.0,105000.0
T06285,2024-06-17,S15,P004,C0473,SR45,2,85000,170000,0.0,170000.0
T06286,2024-11-25,S01,P018,C0064,SR02,3,80000,240000,24000.0,216000.0
T06287,2024-04-26,S03,P006,C0381,SR09,4,120000,480000,72000.0,408000.0
T06288,2024-12-09,S05,P009,C4483,SR14,5,25000,125000,12500.0,112500.0
T06289,2024-04-29,S14,P033,C0090,SR40,4,32000,128000,0.0,128000.0
T06290,2024-06-03,S05,P021,C4557,SR15,4,180000,720000,72000.0,648000.0
T06291,2024-12-30,S03,P020,C2328,SR08,13,220000,2860000,143000.0,2717000.0
T06292,2024-04-11,S06,P001,C3311,SR16,1,250000,250000,25000.0,225000.0
T06293,2024-11-28,S04,P037,C0251,SR11,2,55000,110000,11000.0,99000.0
T06294,2024-05-28,S02,P004,C2672,SR06,5,85000,425000,21250.0,403750.0
T06295,2024-03-14,S08,P023,C2988,SR24,2,200000,400000,20000.0,380000.0
T06296,2024-04-15,S01,P033,C3225,SR02,5,32000,160000,0.0,160000.0
T06297,2024-01-26,S05,P014,C4174,SR15,1,120000,120000,0.0,120000.0
T06298,2024-01-08,S03,P018,C2660,SR09,2,80000,160000,0.0,160000.0
T06299,2024-04-22,S09,P007,C0149,SR26,2,120000,240000,0.0,240000.0
T06300,2024-11-20,S13,P054,C0395,SR38,5,55000,275000,0.0,275000.0
T06301,2024-03-15,S05,P013,C4673,SR15,7,280000,1960000,0.0,1960000.0
T06302,2024-02-13,S05,P023,C2380,SR14,1,200000,200000,10000.0,190000.0
T06303,2024-03-14,S13,P007,C2616,SR37,3,120000,360000,0.0,360000.0
T06304,2024-08-10,S11,P023,C0389,SR31,5,200000,1000000,50000.0,950000.0
T06305,2024-03-26,S02,P032,C2144,SR04,4,38000,152000,0.0,152000.0
T06306,2024-05-02,S12,P028,C2765,SR34,1,18000,18000,0.0,18000.0
T06307,2024-10-08,S03,P003,C3706,SR07,1,180000,180000,0.0,180000.0
T06308,2024-05-06,S01,P002,C2935,SR03,3,400000,1200000,120000.0,1080000.0
T06309,2024-06-17,S02,P031,C1860,SR06,4,45000,180000,0.0,180000.0
T06310,2024-05-16,S13,P024,C0106,SR37,3,65000,195000,9750.0,185250.0
T06311,2024-11-25,S14,P012,C0104,SR40,2,200000,400000,0.0,400000.0
T06312,2024-03-17,S08,P005,C1188,SR23,3,200000,600000,30000.0,570000.0
T06313,2024-05-06,S04,P040,C4881,SR10,3,120000,360000,36000.0,324000.0
T06314,2024-07-19,S02,P020,C1236,SR06,7,220000,1540000,154000.0,1386000.0
T06315,2024-08-25,S07,P008,C0158,SR21,3,150000,450000,22500.0,427500.0
T06316,2024-12-04,S06,P020,C0844,SR16,3,220000,660000,0.0,660000.0
T06317,2024-12-25,S01,P008,C3342,SR02,2,150000,300000,30000.0,270000.0
T06318,2024-06-11,S07,P009,C3983,SR20,5,25000,125000,6250.0,118750.0
T06319,2024-07-09,S01,P048,C3823,SR02,13,38000,494000,49400.0,444600.0
T06320,2024-07-31,S03,P005,C0122,SR07,13,200000,2600000,0.0,2600000.0
T06321,2024-07-22,S06,P029,C0264,SR16,2,55000,110000,11000.0,99000.0
T06322,2024-10-03,S14,P001,C4573,SR41,1,250000,250000,0.0,250000.0
T06323,2024-06-12,S14,P003,C3233,SR41,3,180000,540000,27000.0,513000.0
T06324,2024-09-09,S14,P002,C2556,SR40,3,400000,1200000,0.0,1200000.0
T06325,2024-09-16,S05,P029,C3756,SR14,5,55000,275000,0.0,275000.0
T06326,2024-11-11,S03,P043,C4721,SR09,5,120000,600000,60000.0,540000.0
T06327,2024-07-18,S01,P015,C1526,SR01,4,550000,2200000,0.0,2200000.0
T06328,2024-02-11,S05,P040,C0179,SR15,13,120000,1560000,0.0,1560000.0
T06329,2024-02-05,S04,P023,C0850,SR10,4,200000,800000,40000.0,760000.0
T06330,2024-06-27,S05,P009,C0464,SR13,2,25000,50000,0.0,50000.0
T06331,2024-04-25,S13,P023,C0772,SR38,4,200000,800000,40000.0,760000.0
T06332,2024-03-11,S04,P018,C0887,SR10,5,80000,400000,20000.0,380000.0
T06333,2024-07-24,S02,P042,C0139,SR04,2,35000,70000,0.0,70000.0
T06334,2024-10-11,S05,P019,C2172,SR13,2,280000,560000,28000.0,532000.0
T06335,2024-08-02,S02,P004,C3732,SR04,4,85000,340000,17000.0,323000.0
T06336,2024-07-15,S01,P046,C4030,SR03,4,150000,600000,30000.0,570000.0
T06337,2024-12-10,S01,P005,C0173,SR01,5,200000,1000000,50000.0,950000.0
T06338,2024-07-29,S05,P001,C4815,SR13,5,250000,1250000,62500.0,1187500.0
T06339,2024-12-06,S09,P005,C3992,SR27,4,200000,800000,80000.0,720000.0
T06340,2024-11-29,S01,P046,C3835,SR02,15,150000,2250000,337500.0,1912500.0
T06341,2024-10-20,S01,P016,C3275,SR02,2,180000,360000,18000.0,342000.0
T06342,2024-09-09,S06,P008,C0447,SR17,4,150000,600000,0.0,600000.0
T06343,2024-08-19,S03,P005,C0152,SR07,3,200000,600000,0.0,600000.0
T06344,2024-09-18,S02,P030,C0284,SR06,4,22000,88000,0.0,88000.0
T06345,2024-10-07,S15,P014,C1385,SR45,4,120000,480000,24000.0,456000.0
T06346,2024-10-24,S07,P028,C0411,SR21,1,18000,18000,2700.0,15300.0
T06347,2024-07-31,S08,P010,C0102,SR23,2,5000,10000,500.0,9500.0
T06348,2024-10-14,S01,P044,C4312,SR01,3,180000,540000,0.0,540000.0
T06349,2024-02-12,S15,P009,C0840,SR44,3,25000,75000,3750.0,71250.0
T06350,2024-04-03,S12,P044,C4564,SR35,3,180000,540000,81000.0,459000.0
T06351,2024-09-30,S02,P012,C0171,SR06,5,200000,1000000,50000.0,950000.0
T06352,2024-07-21,S01,P019,C2819,SR02,3,280000,840000,42000.0,798000.0
T06353,2024-05-31,S02,P051,C0679,SR04,3,75000,225000,33750.0,191250.0
T06354,2024-12-14,S04,P052,C2054,SR12,4,120000,480000,0.0,480000.0
T06355,2024-03-10,S03,P036,C1255,SR08,4,45000,180000,9000.0,171000.0
T06356,2024-05-08,S13,P030,C3743,SR37,1,22000,22000,2200.0,19800.0
T06357,2024-01-23,S04,P003,C1209,SR12,6,180000,1080000,162000.0,918000.0
T06358,2024-10-18,S04,P010,C0199,SR11,1,5000,5000,0.0,5000.0
T06359,2024-11-27,S13,P027,C0023,SR39,2,25000,50000,0.0,50000.0
T06360,2024-05-07,S03,P010,C0309,SR07,1,5000,5000,0.0,5000.0
T06361,2024-06-21,S07,P006,C3518,SR20,2,120000,240000,24000.0,216000.0
T06362,2024-03-27,S03,P049,C0417,SR09,1,55000,55000,0.0,55000.0
T06363,2024-07-25,S03,P001,C1837,SR08,1,250000,250000,12500.0,237500.0
T06364,2024-07-31,S08,P010,C0028,SR24,5,5000,25000,3750.0,21250.0
T06365,2024-11-04,S01,P042,C2758,SR03,4,35000,140000,0.0,140000.0
T06366,2024-12-05,S08,P053,C0518,SR24,2,90000,180000,18000.0,162000.0
T06367,2024-06-03,S02,P048,C4524,SR06,15,38000,570000,28500.0,541500.0
T06368,2024-11-04,S11,P002,C3773,SR31,5,400000,2000000,0.0,2000000.0
T06369,2024-04-24,S10,P010,C0444,SR29,5,5000,25000,0.0,25000.0
T06370,2024-02-23,S02,P008,C0692,SR05,5,150000,750000,0.0,750000.0
T06371,2024-12-30,S05,P009,C0377,SR15,9,25000,225000,11250.0,213750.0
T06372,2024-08-23,S10,P033,C1588,SR29,2,32000,64000,9600.0,54400.0
T06373,2024-09-12,S03,P027,C3442,SR09,5,25000,125000,0.0,125000.0
T06374,2024-05-08,S14,P025,C3818,SR42,9,85000,765000,38250.0,726750.0
T06375,2024-09-09,S02,P010,C3626,SR06,1,5000,5000,0.0,5000.0
T06376,2024-04-09,S01,P003,C4928,SR03,5,180000,900000,90000.0,810000.0
T06377,2024-03-04,S10,P013,C0490,SR29,8,280000,2240000,336000.0,1904000.0
T06378,2024-12-22,S05,P003,C0495,SR14,2,180000,360000,54000.0,306000.0
T06379,2024-09-05,S05,P005,C0027,SR15,1,200000,200000,0.0,200000.0
T06380,2024-11-26,S03,P002,C1805,SR08,2,400000,800000,0.0,800000.0
T06381,2024-12-30,S12,P016,C0127,SR34,1,180000,180000,0.0,180000.0
T06382,2024-02-29,S09,P028,C3853,SR26,4,18000,72000,7200.0,64800.0
T06383,2024-02-28,S04,P004,C0458,SR10,2,85000,170000,17000.0,153000.0
T06384,2024-06-19,S13,P052,C0256,SR39,4,120000,480000,0.0,480000.0
T06385,2024-01-29,S03,P039,C0334,SR08,2,42000,84000,16800.0,67200.0
T06386,2024-04-09,S08,P050,C3270,SR22,1,65000,65000,6500.0,58500.0
T06387,2024-01-29,S13,P041,C4251,SR39,2,22000,44000,0.0,44000.0
T06388,2024-01-23,S05,P004,C2863,SR13,4,85000,340000,0.0,340000.0
T06389,2024-12-24,S01,P044,C4235,SR03,1,180000,180000,9000.0,171000.0
T06390,2024-04-09,S01,P028,C0386,SR01,3,18000,54000,0.0,54000.0
T06391,2024-07-08,S11,P009,C2272,SR33,2,25000,50000,2500.0,47500.0
T06392,2024-10-04,S03,P014,C0344,SR09,1,120000,120000,6000.0,114000.0
T06393,2024-09-19,S04,P024,C0654,SR12,4,65000,260000,26000.0,234000.0
T06394,2024-07-04,S08,P006,C4220,SR24,1,120000,120000,24000.0,96000.0
T06395,2024-11-06,S11,P055,C0296,SR32,2,85000,170000,17000.0,153000.0
T06396,2024-12-22,S09,P009,C2849,SR25,3,25000,75000,0.0,75000.0
T06397,2024-10-10,S07,P002,C2565,SR21,3,400000,1200000,0.0,1200000.0
T06398,2024-03-07,S05,P029,C0085,SR15,1,55000,55000,0.0,55000.0
T06399,2024-04-18,S05,P007,C3044,SR15,4,120000,480000,24000.0,456000.0
T06400,2024-07-02,S03,P005,C2462,SR08,3,200000,600000,0.0,600000.0
T06401,2024-06-20,S05,P021,C1695,SR15,4,180000,720000,36000.0,684000.0
T06402,2024-10-23,S10,P012,C0469,SR29,5,200000,1000000,50000.0,950000.0
T06403,2024-11-23,S12,P023,C3088,SR35,4,200000,800000,0.0,800000.0
T06404,2024-10-23,S09,P012,C0518,SR25,3,200000,600000,0.0,600000.0
T06405,2024-03-08,S01,P029,C4346,SR03,2,55000,110000,16500.0,93500.0
T06406,2024-09-11,S04,P005,C4486,SR10,14,200000,2800000,280000.0,2520000.0
T06407,2024-01-11,S01,P010,C1434,SR03,4,5000,20000,2000.0,18000.0
